x,y,x_pix,y_pix,fiber_area,myelin_area,fiber_area_pix,myelin_area_pix,rho,rho_pix,phi,hull_vertices,perimeter,hull_vertices_w_myel,shortest_diameter,longest_diameter,shortest_diameter_w_myel,longest_diameter_w_myel,eff_fib_diam,eff_fib_diam_w_myel,median_myelin_thickness,max_myelin_thickness,myelinated,chat,unmyel_nf,nav,th_overlap_p,c_estimate_nf_frac,c_estimate_nf,c_estimate_nav,c_estimate_nav_frac
121.001,150.291,806.675,1001.939,6.998,0.0,311,[],108.858,725.719,0.997,"[[122.400,151.200],[121.800,151.500],[121.050,151.500],[120.150,151.200],[119.700,150.900],[119.100,150.450],[119.100,150.000],[119.400,149.550],[119.850,149.250],[120.150,149.100],[120.600,149.100],[121.500,149.250],[122.700,149.850],[122.850,150.150],[122.850,150.450],[122.700,150.750]]",9.743,[],2.257,3.748,0.0,0.0,2.985,0.0,0.0,0.0,False,False,True,False,0.0,10.794,11,0.0,0.0
121.214,225.055,808.091,1500.364,0.248,0.0,11,[],92.531,616.872,-1.401,"[[120.750,225.150],[122.550,222.900],[122.400,224.250],[121.050,225.750],[120.750,225.300]]",6.949,[],0.649,2.547,0.0,0.0,0.561,0.0,0.0,0.0,False,False,True,False,0.0,0.382,1,0.0,0.0
129.17,217.555,861.133,1450.367,2.205,0.0,98,[],83.639,557.596,-1.473,"[[127.950,217.800],[127.800,217.350],[127.950,217.050],[129.000,217.050],[130.050,217.350],[130.650,217.650],[130.650,217.950],[130.500,218.100],[130.050,218.100]]",6.706,[],0.86,2.851,0.0,0.0,1.676,0.0,0.0,0.0,False,False,True,False,0.0,3.401,3,0.0,0.0
120.286,222.852,801.906,1485.678,10.755,0.0,478,[],93.102,620.678,-1.426,"[[117.300,221.400],[120.000,221.100],[120.150,221.100],[120.750,221.250],[121.200,221.550],[121.800,222.150],[122.400,223.200],[122.400,223.350],[122.100,224.400],[121.800,224.700],[121.350,225.000],[120.600,224.700],[120.150,224.400],[118.350,222.900],[117.750,222.300],[117.300,221.700]]",13.881,[],2.86,5.252,0.0,0.0,3.7,0.0,0.0,0.0,False,False,True,False,0.0,16.59,17,0.0,0.0
124.036,223.827,826.907,1492.179,17.258,0.0,767,[],89.544,596.962,-1.409,"[[121.350,225.600],[123.150,220.350],[123.300,220.200],[125.250,221.250],[125.700,221.700],[126.150,222.300],[126.300,222.600],[126.300,222.900],[125.700,224.700],[124.950,225.750],[123.150,226.950],[122.550,226.950],[121.350,225.750]]",17.797,[],3.837,6.171,0.0,0.0,4.688,0.0,0.0,0.0,False,False,True,False,0.0,26.62,27,0.0,0.0
121.212,225.712,808.083,1504.75,0.27,0.0,12,[],92.645,617.636,-1.394,"[[120.750,225.000],[121.350,225.450],[122.100,226.650],[121.650,226.350],[121.350,226.050],[120.750,225.300]]",4.391,[],0.361,1.664,0.0,0.0,0.586,0.0,0.0,0.0,False,False,True,False,0.0,0.416,1,0.0,0.0
121.972,241.983,813.148,1613.222,9.428,0.0,419,[],96.128,640.856,-1.225,"[[119.850,241.050],[120.150,239.850],[120.300,239.850],[120.750,240.000],[126.000,243.000],[123.450,243.450],[123.300,243.450],[121.650,243.150],[121.050,243.000],[120.600,242.700],[120.150,242.250],[120.000,241.800],[119.850,241.200]]",15.363,[],2.358,5.487,0.0,0.0,3.465,0.0,0.0,0.0,False,False,True,False,0.0,14.542,15,0.0,0.0
120.265,249.652,801.768,1664.349,5.422,0.0,241,[],100.553,670.352,-1.159,"[[120.000,248.250],[120.900,248.250],[121.500,248.850],[121.500,249.750],[121.200,250.200],[119.850,251.100],[119.550,251.250],[119.400,251.250],[119.100,251.100],[119.100,250.650],[119.250,249.450],[119.400,249.150]]",8.709,[],2.02,3.297,0.0,0.0,2.628,0.0,0.0,0.0,False,False,True,False,0.0,8.364,8,0.0,0.0
122.185,246.407,814.567,1642.711,2.182,0.0,97,[],97.519,650.128,-1.182,"[[121.500,246.750],[121.500,246.150],[121.650,245.700],[121.800,245.550],[122.100,245.550],[122.700,245.850],[123.000,246.300],[123.000,246.450],[122.700,247.050],[122.550,247.200],[121.950,247.200]]",5.067,[],1.474,1.756,0.0,0.0,1.667,0.0,0.0,0.0,False,False,True,False,0.0,3.366,3,0.0,0.0
122.278,310.181,815.188,2067.875,0.36,0.0,16,[],135.204,901.361,-0.73,"[[121.950,310.200],[121.950,309.900],[122.100,309.900],[122.400,310.050],[122.700,310.350],[122.550,310.500]]",2.093,[],0.337,0.82,0.0,0.0,0.677,0.0,0.0,0.0,False,False,True,False,0.0,0.555,1,0.0,0.0
125.37,347.616,835.8,2317.44,0.562,0.0,25,[],163.337,1088.913,-0.562,"[[125.850,348.600],[124.200,347.400],[124.200,347.250],[124.500,346.200],[124.650,346.050],[124.800,346.050],[124.950,346.200],[126.600,348.300],[126.600,348.450],[126.000,348.600]]",7.446,[],1.073,2.771,0.0,0.0,0.846,0.0,0.0,0.0,False,False,True,False,0.0,0.868,1,0.0,0.0
122.355,373.299,815.698,2488.66,6.547,0.0,291,[],187.008,1246.72,-0.502,"[[123.000,372.150],[124.500,373.350],[124.200,373.650],[123.300,374.400],[121.650,374.400],[121.200,374.100],[120.750,373.650],[120.600,373.350],[120.600,373.200],[120.750,372.900],[121.050,372.450],[121.650,372.150]]",9.726,[],2.259,3.671,0.0,0.0,2.887,0.0,0.0,0.0,False,False,True,False,0.0,10.099,10,0.0,0.0
122.116,370.973,814.106,2473.152,4.455,0.0,198,[],185.089,1233.927,-0.51,"[[120.450,370.800],[120.450,370.350],[120.750,370.050],[121.500,370.050],[122.400,370.350],[123.150,370.650],[123.600,370.950],[123.750,371.100],[123.900,372.000],[123.600,372.000],[121.350,371.550],[121.050,371.400]]",8.825,[],1.405,3.623,0.0,0.0,2.382,0.0,0.0,0.0,False,False,True,False,0.0,6.872,7,0.0,0.0
125.491,371.487,836.608,2476.577,4.252,0.0,189,[],183.919,1226.124,-0.492,"[[126.150,372.450],[124.650,372.300],[124.200,372.000],[124.050,371.850],[124.050,371.400],[124.650,370.800],[125.100,370.650],[126.450,370.650],[126.750,370.950],[126.750,371.400],[126.600,372.150],[126.450,372.300]]",7.57,[],1.74,2.744,0.0,0.0,2.327,0.0,0.0,0.0,False,False,True,False,0.0,6.559,7,0.0,0.0
126.649,374.804,844.327,2498.696,8.82,0.0,392,[],186.314,1242.09,-0.478,"[[124.950,375.300],[124.800,375.000],[124.650,374.100],[124.650,373.800],[124.800,373.650],[127.500,373.650],[128.250,373.950],[128.550,374.100],[128.700,374.250],[128.700,374.850],[128.400,375.300],[127.800,375.900],[127.350,376.200],[126.300,376.200],[125.550,375.900]]",11.052,[],2.56,3.91,0.0,0.0,3.351,0.0,0.0,0.0,False,False,True,False,0.0,13.605,14,0.0,0.0
132.486,16.267,883.242,108.447,8.662,0.0,385,[],209.02,1393.47,0.392,"[[134.550,15.900],[134.550,16.800],[134.400,17.100],[133.800,17.700],[133.650,17.700],[130.950,17.100],[130.050,16.200],[130.050,15.750],[130.350,15.450],[132.150,15.150],[133.200,15.150],[133.650,15.300],[133.950,15.450],[134.400,15.750]]",11.584,[],2.287,4.527,0.0,0.0,3.321,0.0,0.0,0.0,False,False,True,False,0.0,13.362,13,0.0,0.0
131.326,58.197,875.506,387.981,15.48,0.0,688,[],171.575,1143.835,0.492,"[[128.700,57.900],[129.000,57.000],[130.050,55.950],[130.200,55.950],[132.000,56.550],[132.450,56.850],[133.200,57.450],[133.800,58.050],[133.950,58.500],[133.950,58.650],[133.800,59.400],[133.200,60.000],[132.900,60.150],[131.850,60.150],[131.250,60.000],[130.350,59.700],[129.000,58.650],[128.700,58.200]]",14.572,[],3.514,5.277,0.0,0.0,4.44,0.0,0.0,0.0,False,False,True,False,0.0,23.878,24,0.0,0.0
130.88,158.148,872.537,1054.317,0.922,0.0,41,[],96.304,642.024,1.01,"[[130.050,157.950],[130.200,157.800],[131.400,157.950],[131.700,158.100],[131.700,158.250],[131.550,158.400],[130.650,158.400],[130.200,158.250],[130.050,158.100]]",3.855,[],0.516,1.619,0.0,0.0,1.084,0.0,0.0,0.0,False,False,True,False,0.0,1.423,1,0.0,0.0
133.107,247.262,887.382,1648.412,0.765,0.0,34,[],87.877,585.846,-1.125,"[[133.800,247.350],[133.800,247.650],[133.350,247.650],[132.450,247.200],[132.150,246.900],[132.450,246.900],[133.350,247.050]]",3.934,[],0.495,1.587,0.0,0.0,0.987,0.0,0.0,0.0,False,False,True,False,0.0,1.18,1,0.0,0.0
135.825,246.731,905.5,1644.87,1.215,0.0,54,[],85.198,567.989,-1.117,"[[135.750,247.200],[135.000,246.450],[135.000,246.300],[135.150,246.150],[135.600,246.150],[135.900,246.300],[136.800,247.050],[136.950,247.200]]",4.792,[],0.768,1.911,0.0,0.0,1.244,0.0,0.0,0.0,False,False,True,False,0.0,1.874,2,0.0,0.0
136.605,250.407,910.702,1669.38,5.738,0.0,255,[],86.185,574.566,-1.075,"[[135.600,249.600],[136.200,249.600],[138.900,250.050],[139.200,250.350],[139.200,250.500],[139.050,250.650],[136.500,251.250],[135.750,251.250],[135.300,251.100],[134.250,250.500],[134.250,250.200],[134.550,250.050]]",10.955,[],1.565,4.732,0.0,0.0,2.703,0.0,0.0,0.0,False,False,True,False,0.0,8.85,9,0.0,0.0
134.775,357.219,898.5,2381.462,0.585,0.0,26,[],166.964,1113.093,-0.484,"[[134.250,356.850],[134.250,356.700],[134.400,356.700],[135.000,357.150],[135.300,357.450],[135.300,357.600],[134.850,357.600],[134.550,357.300]]",3.039,[],0.409,1.275,0.0,0.0,0.863,0.0,0.0,0.0,False,False,True,False,0.0,0.902,1,0.0,0.0
133.312,359.668,888.749,2397.79,6.098,0.0,271,[],169.812,1132.083,-0.485,"[[133.800,358.350],[134.400,359.550],[134.400,360.150],[134.100,361.350],[133.950,361.650],[133.350,361.650],[133.050,361.500],[132.900,361.350],[132.750,360.900],[132.000,358.500],[132.000,358.200],[132.150,357.900],[132.450,357.750],[132.600,357.750],[133.350,358.050],[133.650,358.200]]",10.126,[],1.946,3.953,0.0,0.0,2.786,0.0,0.0,0.0,False,False,True,False,0.0,9.405,9,0.0,0.0
134.495,380.231,896.635,2534.875,2.16,0.0,96,[],187.758,1251.721,-0.428,"[[133.050,379.950],[132.900,379.800],[135.000,379.800],[135.450,380.100],[135.600,380.250],[135.600,380.850],[135.150,380.850],[133.800,380.550]]",6.458,[],0.903,2.486,0.0,0.0,1.658,0.0,0.0,0.0,False,False,True,False,0.0,3.332,3,0.0,0.0
138.418,376.458,922.785,2509.718,3.352,0.0,149,[],182.708,1218.054,-0.417,"[[140.400,377.100],[138.150,377.100],[137.100,376.650],[136.950,376.500],[136.950,376.050],[137.250,375.750],[138.000,375.600],[138.600,375.600],[138.900,375.750],[140.100,376.650],[140.250,376.800]]",8.227,[],1.506,3.334,0.0,0.0,2.066,0.0,0.0,0.0,False,False,True,False,0.0,5.171,5,0.0,0.0
143.188,18.656,954.585,124.375,11.992,0.0,533,[],202.919,1352.795,0.348,"[[141.900,20.100],[140.850,17.850],[141.000,17.550],[141.900,16.950],[143.100,16.950],[145.500,18.150],[145.800,18.450],[144.750,20.100],[143.700,20.400],[142.950,20.550],[142.650,20.550],[142.050,20.250]]",13.203,[],3.436,4.537,0.0,0.0,3.908,0.0,0.0,0.0,False,False,True,False,0.0,18.498,18,0.0,0.0
144.628,44.406,964.188,296.042,1.08,0.0,48,[],178.377,1189.183,0.39,"[[144.900,43.950],[145.200,44.400],[145.200,44.700],[145.050,44.850],[144.450,44.850],[144.000,44.400],[144.000,44.250],[144.300,43.950]]",3.464,[],0.903,1.221,0.0,0.0,1.173,0.0,0.0,0.0,False,False,True,False,0.0,1.666,2,0.0,0.0
144.012,61.998,960.083,413.317,3.262,0.0,145,[],162.502,1083.344,0.434,"[[143.700,62.850],[143.250,62.400],[143.100,61.950],[143.100,61.350],[143.250,61.050],[143.400,60.900],[144.150,61.050],[144.600,61.350],[144.900,61.950],[144.900,62.850],[144.750,63.000],[144.300,63.000]]",6.415,[],1.667,2.423,0.0,0.0,2.038,0.0,0.0,0.0,False,False,True,False,0.0,5.032,5,0.0,0.0
146.104,87.446,974.027,582.973,1.665,0.0,74,[],138.817,925.447,0.498,"[[147.300,87.750],[147.300,88.050],[147.150,88.050],[145.800,87.750],[145.350,87.600],[145.050,87.300],[145.050,87.150],[145.200,86.850],[145.650,86.850],[146.400,87.150],[147.000,87.450]]",5.57,[],0.754,2.341,0.0,0.0,1.456,0.0,0.0,0.0,False,False,True,False,0.0,2.568,3,0.0,0.0
142.673,121.072,951.156,807.15,3.307,0.0,147,[],112.542,750.278,0.668,"[[143.700,120.600],[143.700,121.650],[143.400,121.800],[142.200,121.800],[141.600,121.500],[141.450,121.200],[141.450,120.750],[142.050,120.450],[142.950,120.150],[143.100,120.150],[143.550,120.450]]",6.564,[],1.541,2.27,0.0,0.0,2.052,0.0,0.0,0.0,False,False,True,False,0.0,5.102,5,0.0,0.0
144.875,156.004,965.833,1040.024,0.945,0.0,42,[],86.097,573.978,0.902,"[[144.450,156.450],[144.150,156.150],[144.300,156.000],[145.050,155.400],[145.200,155.400],[145.500,155.550],[145.500,155.700],[145.200,156.150],[144.750,156.600]]",3.745,[],0.7,1.362,0.0,0.0,1.097,0.0,0.0,0.0,False,False,True,False,0.0,1.458,1,0.0,0.0
148.599,195.519,990.662,1303.459,1.665,0.0,74,[],65.305,435.365,1.357,"[[146.700,195.300],[147.750,195.150],[148.500,195.150],[149.700,195.450],[150.000,195.600],[150.150,195.750],[150.150,195.900],[149.400,195.900],[147.450,195.750],[146.850,195.450]]",7.334,[],0.657,2.978,0.0,0.0,1.456,0.0,0.0,0.0,False,False,True,False,0.0,2.568,3,0.0,0.0
148.04,232.616,986.933,1550.771,2.362,0.0,105,[],68.429,456.19,-1.225,"[[147.150,231.600],[147.300,231.450],[147.900,231.450],[148.950,232.650],[149.100,232.950],[149.100,233.250],[148.950,233.400],[148.350,233.400],[147.150,233.100]]",6.591,[],1.42,2.366,0.0,0.0,1.734,0.0,0.0,0.0,False,False,True,False,0.0,3.644,4,0.0,0.0
141.985,239.326,946.566,1595.509,71.1,0.0,3160,[],76.52,510.13,-1.169,"[[142.800,247.200],[136.200,240.600],[136.200,239.850],[136.500,238.650],[137.100,236.850],[137.400,236.250],[139.050,233.700],[144.750,235.350],[144.900,235.500],[145.500,236.250],[145.950,237.000],[147.300,241.050],[147.900,243.450],[147.750,243.750],[143.250,247.200]]",38.106,[],9.682,13.148,0.0,0.0,9.515,0.0,0.0,0.0,False,False,True,False,0.0,109.671,110,0.0,0.0
139.2,244.18,928.0,1627.865,5.828,0.0,259,[],81.051,540.34,-1.127,"[[141.300,244.950],[141.000,245.250],[139.800,245.250],[138.450,244.950],[137.700,244.200],[137.100,242.850],[137.100,242.700],[137.250,242.700],[138.450,242.850],[141.000,244.200],[141.150,244.350],[141.300,244.650]]",10.787,[],1.762,4.336,0.0,0.0,2.724,0.0,0.0,0.0,False,False,True,False,0.0,8.989,9,0.0,0.0
148.482,279.224,989.877,1861.496,5.13,0.0,228,[],94.668,631.118,-0.741,"[[150.450,279.000],[149.250,280.200],[148.050,280.200],[147.450,279.900],[147.150,279.600],[146.850,279.150],[146.850,278.850],[147.150,278.550],[147.600,278.250],[148.200,278.250],[149.550,278.550],[150.000,278.700],[150.300,278.850]]",8.803,[],1.885,3.328,0.0,0.0,2.556,0.0,0.0,0.0,False,False,True,False,0.0,7.913,8,0.0,0.0
146.608,314.809,977.386,2098.727,0.99,0.0,44,[],124.26,828.398,-0.558,"[[146.250,314.550],[147.000,314.400],[147.300,314.550],[147.450,314.850],[147.300,315.000],[146.100,315.150],[145.950,315.150],[145.650,315.000],[145.800,314.850]]",4.096,[],0.602,1.643,0.0,0.0,1.123,0.0,0.0,0.0,False,False,True,False,0.0,1.527,2,0.0,0.0
146.506,316.635,976.704,2110.901,1.822,0.0,81,[],125.866,839.107,-0.551,"[[145.350,317.250],[145.050,316.950],[145.350,316.650],[146.250,316.350],[147.600,316.050],[148.200,316.050],[148.200,316.200],[146.700,316.950],[145.500,317.250]]",6.994,[],0.69,2.886,0.0,0.0,1.523,0.0,0.0,0.0,False,False,True,False,0.0,2.811,3,0.0,0.0
139.864,336.505,932.424,2243.364,0.742,0.0,33,[],146.349,975.657,-0.519,"[[140.400,336.300],[140.400,336.600],[140.100,336.750],[139.500,336.900],[139.350,336.900],[139.350,336.600],[139.650,336.150],[140.100,336.150]]",3.03,[],0.658,1.107,0.0,0.0,0.972,0.0,0.0,0.0,False,False,True,False,0.0,1.145,1,0.0,0.0
142.568,369.655,950.455,2464.364,0.248,0.0,11,[],174.81,1165.4,-0.411,"[[143.550,370.800],[143.100,370.800],[141.900,370.500],[141.600,370.350],[140.250,369.150],[139.950,368.850],[143.550,369.000],[143.700,369.150],[143.700,369.450]]",9.726,[],1.693,3.371,0.0,0.0,0.561,0.0,0.0,0.0,False,False,True,False,0.0,0.382,1,0.0,0.0
148.548,379.7,990.323,2531.331,2.992,0.0,133,[],181.877,1212.515,-0.359,"[[147.450,379.500],[147.600,379.200],[148.050,378.750],[148.500,378.750],[148.950,379.050],[149.400,379.500],[149.550,379.950],[149.550,380.250],[149.250,380.550],[148.350,380.550],[147.750,379.950]]",6.087,[],1.491,2.164,0.0,0.0,1.952,0.0,0.0,0.0,False,False,True,False,0.0,4.616,5,0.0,0.0
139.372,376.879,929.145,2512.527,1.238,0.0,55,[],182.71,1218.066,-0.411,"[[139.950,377.250],[138.300,377.100],[138.300,376.950],[138.750,376.650],[139.350,376.500],[139.800,376.500],[140.100,376.650],[140.400,377.100]]",4.767,[],0.699,1.865,0.0,0.0,1.255,0.0,0.0,0.0,False,False,True,False,0.0,1.909,2,0.0,0.0
152.191,26.316,1014.608,175.442,4.882,0.0,217,[],192.736,1284.907,0.318,"[[151.500,27.450],[151.200,25.650],[151.650,24.750],[151.950,24.600],[152.100,24.600],[152.400,24.900],[152.850,25.500],[153.300,26.850],[153.300,27.300],[152.100,27.900],[151.800,27.900],[151.650,27.750]]",8.553,[],1.764,3.156,0.0,0.0,2.493,0.0,0.0,0.0,False,False,True,False,0.0,7.531,8,0.0,0.0
149.312,39.202,995.414,261.345,0.652,0.0,29,[],181.521,1210.142,0.355,"[[148.500,39.600],[148.350,39.450],[148.800,39.150],[149.100,39.000],[150.000,39.000],[150.000,39.300]]",3.818,[],0.437,1.522,0.0,0.0,0.911,0.0,0.0,0.0,False,False,True,False,0.0,1.006,1,0.0,0.0
157.963,41.913,1053.089,279.422,1.012,0.0,45,[],176.118,1174.117,0.314,"[[158.400,42.450],[157.800,42.300],[157.500,42.000],[157.350,41.700],[157.350,41.400],[157.500,41.400],[158.100,41.550],[158.550,41.850],[158.550,42.300]]",3.65,[],0.774,1.429,0.0,0.0,1.135,0.0,0.0,0.0,False,False,True,False,0.0,1.562,2,0.0,0.0
155.646,57.665,1037.64,384.43,1.935,0.0,86,[],162.009,1080.059,0.358,"[[154.800,57.300],[154.950,56.850],[155.400,56.850],[156.000,57.300],[156.150,57.450],[156.600,58.200],[156.600,58.500],[156.150,58.500],[154.950,57.900],[154.800,57.600]]",5.488,[],1.035,2.178,0.0,0.0,1.57,0.0,0.0,0.0,False,False,True,False,0.0,2.985,3,0.0,0.0
157.544,86.258,1050.293,575.054,10.822,0.0,481,[],134.815,898.767,0.419,"[[155.850,86.100],[156.300,84.150],[156.450,83.850],[156.900,83.850],[157.800,84.450],[158.100,84.750],[159.150,85.950],[159.300,86.250],[159.300,87.450],[159.150,87.750],[158.850,88.050],[157.800,88.350],[157.650,88.350],[157.050,88.200],[155.850,86.700]]",12.564,[],3.023,4.627,0.0,0.0,3.712,0.0,0.0,0.0,False,False,True,False,0.0,16.694,17,0.0,0.0
153.376,148.494,1022.505,989.963,2.407,0.0,107,[],84.824,565.491,0.77,"[[153.300,147.750],[154.800,148.650],[154.800,148.800],[154.650,148.950],[152.250,148.950],[152.250,148.800],[152.550,147.750]]",6.503,[],1.1,2.397,0.0,0.0,1.751,0.0,0.0,0.0,False,False,True,False,0.0,3.714,4,0.0,0.0
152.025,234.931,1013.5,1566.205,0.99,0.0,44,[],65.56,437.068,-1.171,"[[152.700,235.050],[152.700,235.350],[152.100,235.350],[151.350,234.900],[151.350,234.450],[151.500,234.450],[152.100,234.600],[152.400,234.750]]",3.753,[],0.654,1.519,0.0,0.0,1.123,0.0,0.0,0.0,False,False,True,False,0.0,1.527,2,0.0,0.0
153.012,237.967,1020.08,1586.448,1.958,0.0,87,[],65.91,439.401,-1.123,"[[152.100,237.900],[152.100,237.450],[152.250,237.300],[152.700,237.300],[153.600,237.750],[154.050,238.050],[154.200,238.200],[153.900,238.500],[152.850,238.500],[152.250,238.200]]",5.352,[],1.011,2.094,0.0,0.0,1.579,0.0,0.0,0.0,False,False,True,False,0.0,3.019,3,0.0,0.0
149.563,235.37,997.086,1569.136,1.822,0.0,81,[],68.001,453.342,-1.179,"[[150.600,235.800],[150.150,236.250],[149.850,236.100],[149.100,235.500],[148.500,234.900],[148.500,234.750],[148.650,234.600],[149.100,234.600],[150.300,235.350],[150.450,235.500]]",5.556,[],0.803,2.268,0.0,0.0,1.523,0.0,0.0,0.0,False,False,True,False,0.0,2.811,3,0.0,0.0
155.481,298.974,1036.542,1993.161,3.488,0.0,155,[],106.132,707.546,-0.566,"[[154.050,299.400],[153.900,299.100],[154.050,298.950],[154.950,298.200],[155.250,298.050],[155.400,298.050],[156.000,298.350],[156.900,298.950],[157.050,299.100],[157.050,299.250],[156.900,299.400],[156.600,299.550],[154.650,299.550]]",7.435,[],1.409,2.884,0.0,0.0,2.107,0.0,0.0,0.0,False,False,True,False,0.0,5.379,5,0.0,0.0
166.868,10.161,1112.456,67.741,5.828,0.0,259,[],204.381,1362.538,0.225,"[[167.700,11.400],[167.400,11.850],[166.950,11.850],[166.500,11.550],[166.050,11.100],[165.750,9.900],[165.750,9.600],[165.900,9.150],[166.650,8.400],[166.950,8.400],[167.250,8.700],[167.700,9.450],[167.850,9.750],[168.000,10.350],[168.000,10.500]]",8.891,[],2.082,3.408,0.0,0.0,2.724,0.0,0.0,0.0,False,False,True,False,0.0,8.989,9,0.0,0.0
158.416,29.576,1056.103,197.172,0.652,0.0,29,[],187.759,1251.725,0.292,"[[158.250,30.000],[158.100,30.000],[157.950,29.700],[157.950,29.550],[158.100,29.400],[158.400,29.250],[158.850,29.250],[158.850,29.700]]",2.754,[],0.606,0.982,0.0,0.0,0.911,0.0,0.0,0.0,False,False,True,False,0.0,1.006,1,0.0,0.0
160.785,57.381,1071.902,382.537,6.908,0.0,307,[],160.549,1070.328,0.327,"[[161.250,59.400],[160.650,59.400],[160.350,59.250],[160.200,59.100],[158.850,57.300],[158.850,56.850],[159.150,56.400],[159.300,56.250],[160.650,55.650],[161.100,55.650],[161.550,55.800],[162.450,57.150],[162.600,57.450],[162.600,57.750],[162.300,58.200]]",11.395,[],3.026,3.784,0.0,0.0,2.966,0.0,0.0,0.0,False,False,True,False,0.0,10.655,11,0.0,0.0
164.757,82.723,1098.378,551.489,1.012,0.0,45,[],135.347,902.311,0.36,"[[164.850,83.100],[163.950,82.650],[163.950,82.500],[164.100,82.350],[164.700,82.350],[165.300,82.650],[165.600,82.950],[165.450,83.100]]",3.876,[],0.606,1.606,0.0,0.0,1.135,0.0,0.0,0.0,False,False,True,False,0.0,1.562,2,0.0,0.0
160.995,87.682,1073.297,584.544,7.11,0.0,316,[],132.135,880.903,0.4,"[[159.600,86.550],[160.500,85.950],[161.250,86.250],[162.000,86.850],[162.300,87.450],[162.300,88.800],[162.150,89.100],[162.000,89.250],[161.250,89.250],[160.650,89.100],[160.350,88.800],[159.450,87.450],[159.450,87.150]]",9.752,[],2.442,3.536,0.0,0.0,3.009,0.0,0.0,0.0,False,False,True,False,0.0,10.967,11,0.0,0.0
161.739,122.243,1078.26,814.954,2.948,0.0,131,[],100.819,672.129,0.527,"[[162.450,123.150],[161.550,122.850],[160.500,122.100],[160.350,121.950],[160.350,121.800],[160.650,121.350],[160.800,121.350],[162.000,121.650],[162.300,121.800],[163.200,122.550],[162.900,123.000],[162.600,123.150]]",7.062,[],1.26,2.842,0.0,0.0,1.937,0.0,0.0,0.0,False,False,True,False,0.0,4.547,5,0.0,0.0
166.34,160.331,1108.931,1068.876,7.448,0.0,331,[],67.31,448.732,0.754,"[[164.550,160.500],[164.550,159.900],[164.700,159.450],[165.000,159.150],[165.900,159.000],[166.800,159.150],[167.100,159.300],[168.300,160.350],[168.450,160.500],[168.450,160.800],[167.700,161.400],[166.800,161.700],[166.050,161.700],[165.150,161.100]]",10.355,[],2.577,3.921,0.0,0.0,3.079,0.0,0.0,0.0,False,False,True,False,0.0,11.488,11,0.0,0.0
164.043,181.851,1093.62,1212.337,2.07,0.0,92,[],55.665,371.102,1.053,"[[165.450,182.400],[164.400,182.400],[162.750,181.800],[162.450,181.650],[162.750,181.350],[163.800,181.350],[164.700,181.650],[165.300,181.950],[165.450,182.250]]",6.72,[],0.796,2.894,0.0,0.0,1.623,0.0,0.0,0.0,False,False,True,False,0.0,3.193,3,0.0,0.0
164.958,253.24,1099.719,1688.27,2.002,0.0,89,[],64.603,430.685,-0.825,"[[163.950,252.600],[164.250,252.450],[165.150,252.750],[165.600,253.050],[165.900,253.500],[165.900,253.950],[165.750,254.100],[165.000,253.800],[164.400,253.500],[164.250,253.350],[163.950,252.900]]",5.559,[],1.002,2.268,0.0,0.0,1.597,0.0,0.0,0.0,False,False,True,False,0.0,3.089,3,0.0,0.0
